id,En_symbol,part of,math,math formula,Tex formula,unit of measure,vars,Ro description,En description,En wiki
,,"m,t,e,o,a,n,r",v,lambda / T,\lambda / T,m*s^{-1},,viteza undelor electromagnetice,velocity of the electromagnetic waves,https://en.wikipedia.org/wiki/Velocity
,,"m,t,e,o,a,n,r",v,lambda * nu,\lambda * \nu,m*s^{-1},,viteza undelor electromagnetice,velocity of the electromagnetic waves,https://en.wikipedia.org/wiki/Velocity
,,"m,t,e,o,a,n,r",v,1 / sqrt(epsilon * mu),1 / \sqrt(\epsilon * \mu),m*s^{-1},,viteza undelor electromagnetice,velocity of the electromagnetic waves,https://en.wikipedia.org/wiki/Velocity
,,"m,t,e,o,a,n,r",v,c / sqrt(epsilon_r * mu_r),c / \sqrt(\epsilon_r * \mu_r),m*s^{-1},,viteza undelor electromagnetice,velocity of the electromagnetic waves,https://en.wikipedia.org/wiki/Velocity
,,"m,t,e,o,a,n,r",c,1 / sqrt(epsilon_0 * mu_0),1 / \sqrt(\epsilon_0 * \mu_0),m*s^{-1},,viteza luminii in mediu,the light velocity in the medium,https://en.wikipedia.org/wiki/Velocity
,,"m,t,e,o,a,n,r",lambda,,,,,lungimea de undă,wavelength,https://en.wikipedia.org/wiki/Wavelength
,,"m,t,e,o,a,n,r",T,,,,,perioada,period,
,,"m,t,e,o,a,n,r",nu,,,,,frecvenţa,frequency,https://en.wikipedia.org/wiki/Frequency
,,"m,t,e,o,a,n,r",epsilon,,,,,permitivitate electrică,electric permittivity,https://en.wikipedia.org/wiki/Permittivity
,,"m,t,e,o,a,n,r",epsilon_0,,,,,permitivitate electrică a vidului,electric permittivity of vacuum,https://en.wikipedia.org/wiki/Vacuum_permittivity
,,"m,t,e,o,a,n,r",epsilon_r,,,,,permitivitatea relativă,relative permittivity,https://en.wikipedia.org/wiki/Relative_permittivity
,,"m,t,e,o,a,n,r",mu,,,,,permeabilitate magnetică,magnetic permeability ,https://en.wikipedia.org/wiki/Permeability_(electromagnetism)
,,"m,t,e,o,a,n,r",mu_0,,,,,permeabilitatea magnetică a vidului,magnetic permeability of vacuum,https://en.wikipedia.org/wiki/Vacuum_permeability
,,"m,t,e,o,a,n,r",mu_r,,,,,permeabilitatea relativă,relative permeability,https://en.wikipedia.org/wiki/Relative_permeability
,,m,omega,(Delta theta )/ (Delta t),\Delta theta / \Delta t,rad * s^{-1},,Viteza unghiulară,angular velocity,https://en.wikipedia.org/wiki/Angular_velocity
,,m,omega,2 * pi / T,2 * \pi / T,rad * s^{-1},,Viteza unghiulară,angular velocity,https://en.wikipedia.org/wiki/Angular_velocity
,,m,omega,2 * pi * nu,2 * \pi * \nu,rad * s^{-1},,Viteza unghiulară,angular velocity,https://en.wikipedia.org/wiki/Angular_velocity
,,m,omega,v / R,v / R,rad * s^{-1},,Viteza unghiulară,angular velocity,https://en.wikipedia.org/wiki/Angular_velocity
,,m,Delta theta,,,,,unghi la centru descris de raza vectoare în intervalul de timp Delta t,central angle described by the radius vector in the time interval Delta t,https://en.wikipedia.org/wiki/Angular_velocity
,,m,T,,,,,perioada mişcării circulare uniforme,the uniform circular motion period,https://en.wikipedia.org/wiki/Circular_motion
,,m,nu,,,,,frecvenţa mişcării circulare uniforme,the uniform circular motion frequency,https://en.wikipedia.org/wiki/Circular_motion
,,m,v,,,,,"viteza tangenţială (liniară, periferică)","tangential velocity (linear, peripheral)",https://en.wikipedia.org/wiki/Speed#Tangential_speed
,,m,R,,,,,raza traiectoriei circulare,the radius of the circular path,https://en.wikipedia.org/wiki/Radius
,,t,v,Delta m / Delta t,\Delta m / \Delta t,kg * s^{-1},,Viteza de evaporare,evaporation velocity,https://en.wikipedia.org/wiki/Evaporation
,,t,v,K * (S * (p_m - p_1) / H,K * (S * (p_m - p_1) / H,kg * s^{-1},,Viteza de evaporare,evaporation velocity,https://en.wikipedia.org/wiki/Evaporation
,,t,Delta m,,,,,masa de lichid evaporată,the mass of liquid evaporated,
,,t,Delta t,,,,,intervalul de timp de evaporare,the time of evaporation,https://en.wikipedia.org/wiki/Time
,,t,K,,,,,constantă,constant  ,https://en.wikipedia.org/wiki/Constant_(mathematics)
,,t,S,,,,,suprafaţa liberă a lichidului,the free liquid surface,
,,t,p_m,,,,,presiunea vaporilor saturanţi (maximă) în condiţii date de temperatură,saturated vapor pressure (maximum) in given temperature conditions,https://en.wikipedia.org/wiki/Vapor_pressure
,,t,p_l,,,,,presiunea vaporilor din atmosfera ambiantă la temperatura mediului,the vapors pressure of the ambient atmosphere at medium temperature,https://en.wikipedia.org/wiki/Vapor_pressure
,,t,H,> p_m,> p_m,,,presiunea atmosferică de deasupra lichidului,atmospheric pressure above the liquid,https://en.wikipedia.org/wiki/Atmospheric_pressure
,,n,V,4 * pi / 3 * R^3,4 * \pi / 3 * R^3,m^3,,"Volumul nuclear (după modelul nuclear ""picătură de lichid"")","nuclear volume (from the nuclear model ""liquid drop"")",
,,n,R,R_0 * A^{1/3},R_0 * A^{1/3},m,,raza nucleului,nucleus radius,https://en.wikipedia.org/wiki/Radius
,,n,R_0,1.45 * 10^{-15},1.45 * 10^{-15},m,,constanta,constant,https://en.wikipedia.org/wiki/Constant_(mathematics)
,,n,A,,,1,,numar de masă,mass number,https://en.wikipedia.org/wiki/Mass
37,deltat,m,Delta t,t - t_0,t - t_0,s,"t_0, t",intervalul de timp,duration,https://en.wikipedia.org/wiki/Time
,mAcceleration,m,vec a,{ Delta vec v} / {Delta t} ,\frac{\Delta\vec{v}} {\Delta t},m * s^{-2},"Delta v, Delta t",Acceleraţia medie,average acceleration,https://en.wikipedia.org/wiki/Acceleration
,vecVariation,m,Delta vec v,{ Delta vec v},{\Delta\vec{v}},,Delta v,variaţia vectorului viteză,velocity vector variation,https://en.wikipedia.org/wiki/Velocity
37,deltat,m,Delta t,t - t_0,t - t_0,s,"t_0, t",intervalul de timp,duration,https://en.wikipedia.org/wiki/Time
,momAcceleration ,m,vec a,lim_{Delta t -&gt; 0} {Delta vec v} / {Delta t},\lim_{\Delta t \to 0} \frac{\Delta\vec{v}}{\Delta t},m * s^{-2},"Delta v, Delta t",Acceleraţia momentană,momentary acceleration,https://en.wikipedia.org/wiki/Acceleration
,velocityVectorVariation,m,Delta vec v,{Delta vec v},{\Delta\vec{v}},,"Delta v, Delta t",variaţia vectorului viteză,velocity vector variation,https://en.wikipedia.org/wiki/Acceleration
,,m,Delta t,,,,Delta t,intervalul de timp,duration,https://en.wikipedia.org/wiki/Time
,Acceleration,m,a_{cp},{v^2 } / {R} ,\frac {v^2} {R},m * s^{-2},,Acceleraţia centripetă (normală),centripetal acceleration (normal),https://en.wikipedia.org/wiki/Acceleration#Tangential_and_centripetal_acceleration
,Acceleration,m,a_{cp},{omega^2} * {R},\omega^2  R,m * s^{-2},"velocity, R",Acceleraţia centripetă (normală),centripetal acceleration (normal),https://en.wikipedia.org/wiki/Acceleration#Tangential_and_centripetal_acceleration
,mVelocity,m,v,v,v,m*s^{-1},,viteza mobilului,velocity mobile,https://en.wikipedia.org/wiki/Acceleration
,anVelocity,m,omega,omega,\omega,m*s^{-1},,viteza unghiulară,angular velocity,https://en.wikipedia.org/wiki/Velocity
,,m,R,,,m,,raza traiectoriei circulare,the radius of the circular path,https://en.wikipedia.org/wiki/Radius
,massAcceleration,m,vec a_{CM},{vec F} / {m} ,\frac {\vec F} {m},m * s^{-2},"force, mass",Acceleraţia centrului de masă,acceleration of the mass center,https://en.wikipedia.org/wiki/Acceleration
,,m,vec F,,,,,rezultanta forţelor externe,the resultant of external forces,
,,m,m,,,,,masa sistemului,system's mass,https://en.wikipedia.org/wiki/Mass
,gravAcceleration,m,vec g,{vec G} / {m},\frac {\vec G} {m},m * s^{-2},"mass, weight",Acceleraţia gravitaţională,gravitational acceleration,https://en.wikipedia.org/wiki/Gravitational_acceleration
,weight,m,vec G,,\frac {\vec G},,,greutatea corpului,weight,https://en.wikipedia.org/wiki/Weight
,mass,m,m,,,,,masa corpului,mass,https://en.wikipedia.org/wiki/Mass
,,m,K,,,,,constanta atracţiei universale,universal gravitation constant,https://en.wikipedia.org/wiki/Gravitational_constant
,EarthMass,m,M_P,,,,,masa Pământului,Earth's mass,https://en.wikipedia.org/wiki/Earth
,,m,r,,,,,distanţa faţă de centrul Pământului,distance from the center of the Earth,https://en.wikipedia.org/wiki/Earth
,,m,Gamma,,,,,mărimea intensităţii câmpului gravitaţional,size of the intensity of the gravitation field,https://en.wikipedia.org/wiki/Mechanical_explanations_of_gravitation
,inclAcceleration,m,a,g * sin(alpha),g\sin \alpha,m * s^{-2},"gravity, angle",Acceleraţia pe planul înclinat (frecare neglijabilă),acceleration on the slope (friction negligible),
,gravAcceleration,m,g,,,,,acceleraţia gravitaţională,gravitational acceleration,https://en.wikipedia.org/wiki/Gravitational_acceleration
,angle,m,alpha,,,,,unghiul format de planul înclinat cu orizontala,the angle of the slope to the horizontal,https://en.wikipedia.org/wiki/Angle
,nAcceleration,m,vec a_n,{Delta vec v_1 } / {Delta t},\frac {\Delta \vec v_1} {\Delta t},m * s^{-2},"time, velocity variation",Acceleraţiile normală şi tangenţială (componente ale acceleraţiei),normal and tangential accelerations (acceleration component),https://en.wikipedia.org/wiki/Acceleration
,tangAcceleration,m,vec a_t,{Delta vec v_2 } / {Delta t},\frac {\Delta \vec v_2} {\Delta t},m * s^{-2},"time, velocity variation",Acceleraţiile normală şi tangenţială (componente ale acceleraţiei),normal and tangential accelerations (acceleration component),https://en.wikipedia.org/wiki/Acceleration
,,m,vec a,{vec a_n} + {vec a_t},\vec a_n + \vec a_t,m * s^{-2},,Acceleraţiile normală şi tangenţială (componente ale acceleraţiei),normal and tangential accelerations (acceleration component),https://en.wikipedia.org/wiki/Acceleration
,,m,Delta vec v_1,,,,,variaţia vitezei datorată schimbării direcţiei,velocity variation due to reversal of the direction,https://en.wikipedia.org/wiki/Velocity
,,m,Delta vec v_2,,,,,variaţia vitezei datorată schimbării modulului,velocity variation due to the change of the module,https://en.wikipedia.org/wiki/Velocity
,time,m,Delta t,,,,,intervalul de timp,time interval,https://en.wikipedia.org/wiki/Time
,radActivity,m,Lambda,-lim_{Delta t -&gt; 0} {Delta  N} / {Delta t} ,\lim_{\Delta t \to 0} \frac{\Delta N}{\Delta t},Bq,"number of disintegration, time",Activitatea unei surse radioactive,the activity of a radioactive source,https://en.wikipedia.org/wiki/Radioactive_source
,radActivity,m,Lambda,,,Bq,"radioactive constant, number of cores non-disintegrated",Activitatea unei surse radioactive,the activity of a radioactive source,https://en.wikipedia.org/wiki/Radioactive_source
,,m,Delta N,,,,,număr de dezintegrări produse,number of disintegrations products,
,,m,Delta t,,,,,intervalul de timp,time interval,https://en.wikipedia.org/wiki/Time
,,m,lambda,,,,,constantă radioactivă,radioactive constant,https://en.wikipedia.org/wiki/Radioactive_decay
,,m,N,,,,,număr de nuclee nedezintegrate,number of nucleus non disintegrated,https://en.wikipedia.org/wiki/Atomic_nucleus
,relElongation,m,epsilon,{Delta l} / {l_0 } ,\frac {\Delta l} {l_0},,,Alungire relativă (deformaţie specifică),relative elongation (specific strain),
,,m,Delta l,,,,,alungire absolută,absolute elongation,
,,m,l_0,,,,,lungimea iniţială,original length,https://en.wikipedia.org/wiki/Length
,,o,A,2 * E_0 * cos( (varphi_1 - varphi_2) / 2),2E_0\cos \frac {\varphi_1 - \varphi_2}{2},m,,Amplitudinea undei rezultante a două unde coerente (interferenţa luminii),the resultant wave amplitude of two coherent waves (light interference),https://en.wikipedia.org/wiki/Amplitude
,,o,E_0,,,m,,Amplitudinea intensităţii componentei electrice a câmpului electromagnetic,the amplitude of the electromagnetic field intensity of the electromagnetic field,https://en.wikipedia.org/wiki/Amplitude
,,o,varphi_1 - varphi_2,,,,,diferenţa de fază dintre cele două unde coerente,the phase difference between the two coherent waves,
,,o,r_2 – r_1,,,m,,diferenţa de drum dintre cele două unde coerente,the path difference between the two coherent waves,
,,o,c,,,,,viteza luminii în vid,the velocity of light in vacuum,https://en.wikipedia.org/wiki/Velocity
,,o,T,,,,,perioada oscilaţiei (undei) sinusoidale,the oscillation period (wave) sinusoidal,https://en.wikipedia.org/wiki/Oscillation
,,o,lambda,,,m,,lungimea de undă a undei luminoase,the wavelength of the light wave,https://en.wikipedia.org/wiki/Light
,,t,C,Q/{Delta T},\frac {Q}{\Delta T},J * K^{-1},,Capacitate calorică,heat capacity,https://en.wikipedia.org/wiki/Heat_capacity
,,t,Q,,,J,,cantitate de căldură,heat quantity,https://en.wikipedia.org/wiki/Heat_capacity
,,t,Delta T,,,K,,variaţia temperaturii unui corp,a body temperature variation,https://en.wikipedia.org/wiki/Temperature
,,e,C,Q/{V_1 – V_2},\frac {Q}{V_1 – V_2},F,,Capacitatea electrică a unui condensator,electric capacitance of a capacitor,https://en.wikipedia.org/wiki/Capacitance
,,e,C,Q / U,\frac Q U,F,,Capacitatea electrică a unui condensator,electric capacitance of a condenser,https://en.wikipedia.org/wiki/Capacitance
,,e,Q,,,,,sarcina electrică de pe o armătură,electrical task on an armature,
,,e,V_1 – V_2,,,,,diferenţa de potenţial dintre cele două armături,the difference in potential between the two armatures,https://en.wikipedia.org/wiki/Potential_energy
,,e,U,,,,,tensiunea electrică,electric tension,https://en.wikipedia.org/wiki/Voltage
,,e,C,Q / V,\frac Q V,F,,Capacitatea electrică a unui conductor electrizat izolat,electric capacitance of an electric insulated conductor ,https://en.wikipedia.org/wiki/Capacitance
,,e,Q,,,,,sarcina electrică a conductorului,conductor's electric task,
,,e,V,,,,,potenţialul electric al conductorului,the electric potential of the conductor,https://en.wikipedia.org/wiki/Electric_potential
,,e,C,{varepsilon S}/{d},\frac {\varepsilon S}{d},F,,Capacitatea electrică a unui condensator plan,the electric capacitance of a plan capacitor,https://en.wikipedia.org/wiki/Capacitance
,,e,d,,,,,distanţa dintre armături,the distance between the armatures,https://en.wikipedia.org/wiki/Distance
,,e,varepsilon,,,,,permitivitatea mediului,the permittivity of the environment,https://en.wikipedia.org/wiki/Permittivity
,,e,S,,,,,suprafaţa comună a armăturilor,common area of ​​the armatures,https://en.wikipedia.org/wiki/Area
,,e,C_p,,,,,Capacitatea unei baterii de condensatoare grupate in paralel,the capacity of a battery of condensers in grouped in parallel,https://en.wikipedia.org/wiki/Capacitor#Networks
,,e,"C_1, C_2, ...C_n",,,,,capacitatile celor n condensatoare,the capacities of the n condensers,
,,e,1 / C_s,,,,,Capacitatea unei baterii de condensatoare grupate in serie,the capacity of a battery of condensers in grouped in series,https://en.wikipedia.org/wiki/Capacitor#Networks
,,e,"C_1, C_2, ...C_n",,,,,capacitatile celor n condensatoare,the capacities of the n condensers,
,,t,C,Delta U,\Delta U,J,,Cantitatea de căldură,heat quantity,https://en.wikipedia.org/wiki/Heat
,,t,Delta U,,,,,variaţia energiei interne a unui sistem fără efectuare de lucru mecanic (proces izocor),the variation of the internal energy of a system without mechanical work effectuated (isochoric process),
,,t,Q,0,0,J,,Cantitatea de căldură în transformarea adiabatică a gazului ideal,the heat quantity in adiabatic ideal gas transformation,https://en.wikipedia.org/wiki/Adiabatic_process
,,t,,,,,,Cantitatea de caldură in transformarea ciclică bitermă,the heat quantity in cyclic bithermal transformation ,
,,t,Q1,,,,,caldura primită,the heat received,https://en.wikipedia.org/wiki/Heat
,,t,Q2,,,,,caldura cedată,the heat ceaded,https://en.wikipedia.org/wiki/Heat
,,t,L,,,,,lucrul mecanic efectuat,mechanical work done,https://en.wikipedia.org/wiki/Work_(physics)
,,t,Q,L,L,J,,Cantitatea de căldură în transformarea izobara a gazului ideal,the amount of heat in the ideal gas isobaric transformation,https://en.wikipedia.org/wiki/Heat
,,t,Q,nu * R * T *ln({V_2} / {V_1}),\nu RT\ln \frac {V_2} {V_1},J,,Cantitatea de căldură în transformarea izobara a gazului ideal,the amount of heat in the ideal gas isobaric transformation,https://en.wikipedia.org/wiki/Heat
,,t,Q,2.3 * nu * R * T * lg({V_2}/ {V_1}),2.3\nu RT\lg \frac {V_2} {V_1},J,,Cantitatea de căldură în transformarea izobara a gazului ideal,the amount of heat in the ideal gas isobaric transformation,https://en.wikipedia.org/wiki/Heat
,,t,Q_p,,,,,Cantitatea de căldură în transformarea izobara a gazului ideal,the amount of heat in the ideal gas isobaric transformation,https://en.wikipedia.org/wiki/Heat
,,t,T,,,,,presiunea gazului,the gas pressure,https://en.wikipedia.org/wiki/Gas
,,t,nu,,,,,număr de moli de gaz,the number of moles of gas,https://en.wikipedia.org/wiki/Gas
,,t,C_p,,,,,căldura molară la presiune constantă,molar heat capacity at constant pressure,https://en.wikipedia.org/wiki/Heat_capacity
,,t,Delta T,,,,,variaţia temperaturii gazului,gas temperature variation,https://en.wikipedia.org/wiki/Gas
,,t,Delta U,,,,,variaţia energiei interne a gazului,internal gas energy variation,https://en.wikipedia.org/wiki/Gas
,,t,L,,,,,lucrul mecanic in procesul izobar,the mechanical work in isobaric process ,https://en.wikipedia.org/wiki/Work_(thermodynamics)
,,t,Delta V ,,,,,variaţia volumului gazului,the variation of the volume of the gas,
,,t,Q_V,,,,,Cantitatea de căldura in transformarea izocoră a gazului ideal,The amount of heat in the ideal gas isochoric transformation,https://en.wikipedia.org/wiki/Gas
,,t,nu,,,,,numărul de moli de gaz,the number of moles of gas,https://en.wikipedia.org/wiki/Gas
,,t,C_V,,,,,căldura molară la volum constant,molar heat at constant volume,
,,t,Delta T,,,,,variaţia temperaturii gazului,gas temperature variation,https://en.wikipedia.org/wiki/Gas
,,t,Delta U,,,,,variaţia energiei interne a gazului,internal gas energy variation,https://en.wikipedia.org/wiki/Gas
,,t,Q,,,,,Cantitatea de căldura in transformarea izotermă a gazului ideal,the heat quantity in the ideal gas isothermal transformation,https://en.wikipedia.org/wiki/Gas
,,t,T ,,,,,temperatura gazului,gas temperature,https://en.wikipedia.org/wiki/Gas
,,t,L,,,,,lucrul mecanic în procesul izoterm,the mechanical work in the isothermal process,https://en.wikipedia.org/wiki/Work_(thermodynamics)
