id,en_symbol,part_of,math_symbol,math_formula,tex_formula,unit,vars,ro_description,en_description,wiki,auto_translation,poswiki
,,"o,m,r",i,,,,,unghiul de incidenţă pe reţea,the angle of incidence on the net,https://en.wikipedia.org/wiki/Angle_of_incidence_(optics),the angle of incidence on the network,https://en.wikipedia.org/wiki/the_angle_of_incidence_on_the_net
,,"o,m,r",alpha,,,,,unghiul de difracţie,the angle of diffraction,https://en.wikipedia.org/wiki/Diffraction,the angle of diffraction,https://en.wikipedia.org/wiki/the_angle_of_diffraction
,,"o,m,r",lambda,,,,,lungimea de undă,wavelength,https://en.wikipedia.org/wiki/Wavelength,wavelength,https://en.wikipedia.org/wiki/wavelength
,,t,Q_2,abs(Q_1),\abs(Q_1),J,,Ecuaţia calorimetrică,calorimeters equation,https://en.wikipedia.org/wiki/Calorimeter_constant,Calorimeters equation,https://en.wikipedia.org/wiki/calorimeters_equation
,,t,Q_1,,,J,,căldura cedată de corpul mai cald,the heat ceded from the warmer body ,https://en.wikipedia.org/wiki/Heat,body heat from warmer,https://en.wikipedia.org/wiki/the_heat_ceded_from_the_warmer_body_
,,t,Q_2,,,J,,căldura primită de corpul mai rece,the heat received from the colder body ,https://en.wikipedia.org/wiki/Heat,The heat received by the body cooler,https://en.wikipedia.org/wiki/the_heat_received_from_the_colder_body_
,,m,x,f_1(t),f_1(t),m,,Ecuaţiile cinematice ale mişcării unui mobil în spaţiu,kinematic equations of the motion of a mobile in space,https://en.wikipedia.org/wiki/Motion_(physics),Kinematic equations of motion of a mobile space,https://en.wikipedia.org/wiki/kinematic_equations_of_the_motion_of_a_mobile_in_space
,,m,y,f_1(t),f_1(t),m,,Ecuaţiile cinematice ale mişcării unui mobil în spaţiu,kinematic equations of the motion of a mobile in space,https://en.wikipedia.org/wiki/Motion_(physics),Kinematic equations of motion of a mobile space,https://en.wikipedia.org/wiki/kinematic_equations_of_the_motion_of_a_mobile_in_space
,,m,z,f_1(t),f_1(t),m,,Ecuaţiile cinematice ale mişcării unui mobil în spaţiu,kinematic equations of the motion of a mobile in space,https://en.wikipedia.org/wiki/Motion_(physics),Kinematic equations of motion of a mobile space,https://en.wikipedia.org/wiki/kinematic_equations_of_the_motion_of_a_mobile_in_space
,,m,"x, y, z",,,,,coordonatele de poziţie ale unui mobil,position coordinates of a mobile,,position coordinates of a mobile,https://en.wikipedia.org/wiki/position_coordinates_of_a_mobile
,,m,t,,,,,timpul,time,https://en.wikipedia.org/wiki/Time,time,https://en.wikipedia.org/wiki/time
,,t,p * V,m/mu * R * T,m/\mu * R * T,,,Ecuaţia Clapeyron-Mendeleev (ecuaţia de stare termică) pentru gazul ideal,Clapeyron-Mendeleev equation (equation of thermic state) for ideal gas,,Clapeyron-Mendeleev equation (the equation of state heat) for ideal gas,https://en.wikipedia.org/wiki/Clapeyron-Mendeleev_equation_(equation_of_thermic_state)_for_ideal_gas
,,t,p * V,nu * R * T,\nu * R * T,,,Ecuaţia Clapeyron-Mendeleev (ecuaţia de stare termică) pentru gazul ideal,Clapeyron-Mendeleev equation (equation of thermic state) for ideal gas,,Clapeyron-Mendeleev equation (the equation of state heat) for ideal gas,https://en.wikipedia.org/wiki/Clapeyron-Mendeleev_equation_(equation_of_thermic_state)_for_ideal_gas
,,t,p * V_mu,R * T,R * T,,,Ecuaţia Clapeyron-Mendeleev (ecuaţia de stare termică) pentru gazul ideal,Clapeyron-Mendeleev equation (equation of thermic state) for ideal gas,,Clapeyron-Mendeleev equation (the equation of state heat) for ideal gas,https://en.wikipedia.org/wiki/Clapeyron-Mendeleev_equation_(equation_of_thermic_state)_for_ideal_gas
,,t,p,,,,,presiunea gazului,the gas pressure,https://en.wikipedia.org/wiki/Partial_pressure,the gas pressure,https://en.wikipedia.org/wiki/the_gas_pressure
,,t,V,,,,,volumul gazului,the volume of the gas,https://en.wikipedia.org/wiki/Volume_(thermodynamics),the volume of gas,https://en.wikipedia.org/wiki/the_volume_of_the_gas
,,t,T,,,,,temperatura termodinamică a gazului,thermodynamic temperature of the gas,https://en.wikipedia.org/wiki/Thermodynamic_temperature,thermodynamic temperature of the gas,https://en.wikipedia.org/wiki/thermodynamic_temperature_of_the_gas
,,t,m,,,,,masa gazului,the gas mass,https://en.wikipedia.org/wiki/Mass,the gas mass,https://en.wikipedia.org/wiki/the_gas_mass
,,t,mu,,,,,masa unui mol,the mass of a mole,https://en.wikipedia.org/wiki/Mass,the mass of a mole,https://en.wikipedia.org/wiki/the_mass_of_a_mole
,,t,v,,,,,numărul de moli,the number of moles,,the number of moles,https://en.wikipedia.org/wiki/the_number_of_moles
,,t,V_mu,,,,,volumul molar,the molar volume,https://en.wikipedia.org/wiki/Molar_volume,the molar volume,https://en.wikipedia.org/wiki/the_molar_volume
,,t,R,,,,,constanta universală a gazelor ideale,universal ideal gas constant ,,universal gas constant ideal,https://en.wikipedia.org/wiki/universal_ideal_gas_constant_
,,m,S_1 * v_1,S_2 * v_2,S_2 * v_2,,,Ecuaţia de continuitate,the continuity equation,https://en.wikipedia.org/wiki/Continuity_equation,The continuity equation,https://en.wikipedia.org/wiki/the_continuity_equation
,,m,"S_1, S_2",,,,,ariile secţiunilor unui tub de curent ,sectional areas of a tube of current,https://en.wikipedia.org/wiki/Cross_section_(geometry),sectional areas of tube current,https://en.wikipedia.org/wiki/sectional_areas_of_a_tube_of_current
,,m,"v_1, v_2",,,,,vitezele fluidului prin secţiunile S1 şi S2,fluid velocities through sections S1 and S2,,fluid velocities through sections S1 and S2,https://en.wikipedia.org/wiki/fluid_velocities_through_sections_S1_and_S2
,,m,E_photon,L + (m * v^2) / 2,L + (m * v^2) / 2,J,,Ecuaţia lui Einstein pentru efect fotoelectric,Einstein's equation for the photoelectric effect,https://en.wikipedia.org/wiki/Photoelectric_effect,Einstein's equation for the photoelectric effect,https://en.wikipedia.org/wiki/Einstein's_equation_for_the_photoelectric_effect
,,m,E_photon,bar h * nu,\bar h * nu,J,,energia fotonului,photon energy,https://en.wikipedia.org/wiki/Photon_energy,photon energy,https://en.wikipedia.org/wiki/photon_energy
,,m,L,,,,,lucru mecanic de extracţie al electronului ,extraction mechanical work of the electron,https://en.wikipedia.org/wiki/Work_(physics),mechanical work extraction of the electron,https://en.wikipedia.org/wiki/extraction_mechanical_work_of_the_electron
,,m,(m * v^2) / 2,,,,,energia cinetică a fotoelectronului extras,extracted photoelectron kinetic energy ,https://en.wikipedia.org/wiki/Kinetic_energy,photoelectron kinetic energy extracted,https://en.wikipedia.org/wiki/extracted_photoelectron_kinetic_energy_
,,m,h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant,Planck's constant,https://en.wikipedia.org/wiki/Planck's_constant
,,m,nu,,,,,frecvenţa radiaţiei,the frequency of the radiation,https://en.wikipedia.org/wiki/Radiation,frequency radiation,https://en.wikipedia.org/wiki/the_frequency_of_the_radiation
,,m,m,,,,,masa electronului,the mass of the electron,https://en.wikipedia.org/wiki/Mass,mass of the electron,https://en.wikipedia.org/wiki/the_mass_of_the_electron
,,m,v,,,,,viteza electronului,the velocity of the electron,https://en.wikipedia.org/wiki/Velocity,velocity of the electron,https://en.wikipedia.org/wiki/the_velocity_of_the_electron
,,t,U,"U(t, a_1, a_2, ... , a_n)","U(t, a_1, a_2, ... , a_n)",J,,Ecuaţia de stare calorică ,caloric state equation,https://en.wikipedia.org/wiki/Caloric_theory,Caloric equation of state,https://en.wikipedia.org/wiki/caloric_state_equation
,,t,U,"U(t , V)","U(t , V)",J,,energia internă a sistemului termodinamic din ecuaţia de stare calorică pentru un gaz,internal energy of the thermodynamic system from the equation of caloric state for a gas ,https://en.wikipedia.org/wiki/Caloric_theory,internal energy of the system thermodynamic equation of state for a gas calorific,https://en.wikipedia.org/wiki/internal_energy_of_the_thermodynamic_system_from_the_equation_of_caloric_state_for_a_gas_
,,t,U,3/2 * nu * R * T,3/2 * \nu * R * T,J,,energia internă a sistemului termodinamic din ecuaţia de stare calorică a gazului ideal monoatomic,internal energy of the thermodynamic system from the equation of caloric state for the ideal monoatomic gas ,https://en.wikipedia.org/wiki/Caloric_theory,internal energy of the system thermodynamic equation of state of ideal gas heat monoatomic,https://en.wikipedia.org/wiki/internal_energy_of_the_thermodynamic_system_from_the_equation_of_caloric_state_for_the_ideal_monoatomic_gas_
,,t,U,3/2 * R * T,3/2 * R * T,J,,energia internă a sistemului termodinamic din ecuaţia de stare calorică pentru un mol de gaz ideal monoatomic,internal energy of the thermodynamic system from the equation of caloric state for a mole of ideal monoatomic gas ,https://en.wikipedia.org/wiki/Caloric_theory,the internal energy of the system heat thermodynamic equation of state for the ideal gas mole of monoatomic,https://en.wikipedia.org/wiki/internal_energy_of_the_thermodynamic_system_from_the_equation_of_caloric_state_for_a_mole_of_ideal_monoatomic_gas_
,,t,t,,,,,temperatura empirică,empirical temperature,https://en.wikipedia.org/wiki/Thermodynamics,empirical temperature,https://en.wikipedia.org/wiki/empirical_temperature
,,t,"a_1, ..., a_n",,,,,parametri de poziţie,position parameters,,position parameters,https://en.wikipedia.org/wiki/position_parameters
,,t,V,,,,,volumul gazului,the volume of gas,https://en.wikipedia.org/wiki/Volume,the volume of gas,https://en.wikipedia.org/wiki/the_volume_of_gas
,,t,nu,,,,,numărul de moli,the number of moles,,the number of moles,https://en.wikipedia.org/wiki/the_number_of_moles
,,t,R,,,,,constanta universală a gazelor perfecte,universal perfect gas constant ,https://en.wikipedia.org/wiki/Gas_constant,universal gas constant perfect,https://en.wikipedia.org/wiki/universal_perfect_gas_constant_
,,t,T,,,,,temperatura absolută a gazului ideal,the absolute temperature of the ideal gas,https://en.wikipedia.org/wiki/Gas_constant,the absolute temperature of the ideal gas,https://en.wikipedia.org/wiki/the_absolute_temperature_of_the_ideal_gas
,,t,,,,,,Ecuaţia de stare termică ,the equation of thermical state,,Thermal equation of state,https://en.wikipedia.org/wiki/the_equation_of_thermical_state
,,t,p,"p(t ,V)","p(t ,V)",Pa,,ecuaţia de stare termică a gazului ideal,the equation of thermical state of the ideal gas,,Thermal equation of state of ideal gas,https://en.wikipedia.org/wiki/the_equation_of_thermical_state_of_the_ideal_gas
,,t,p * V,nu * N_A * k * T,\nu * N_A * k * T,,,ecuaţia de stare termică a gazului ideal,the equation of thermical state of the ideal gas,,Thermal equation of state of ideal gas,https://en.wikipedia.org/wiki/the_equation_of_thermical_state_of_the_ideal_gas
,,t,p * V,nu * R * T,\nu * R * T,,,ecuaţia de stare termică a gazului ideal,the equation of thermical state of the ideal gas,,Thermal equation of state of ideal gas,https://en.wikipedia.org/wiki/the_equation_of_thermical_state_of_the_ideal_gas
,,t,p,,,,,presiunea gazului,the gas pressure,https://en.wikipedia.org/wiki/Pressure,the gas pressure,https://en.wikipedia.org/wiki/the_gas_pressure
,,t,t,,,,,temperatura empirică,empirical temperature,https://en.wikipedia.org/wiki/Temperature,empirical temperature,https://en.wikipedia.org/wiki/empirical_temperature
,,t,V,,,,,volumul gazului,the volume of gas,https://en.wikipedia.org/wiki/Volume,the volume of gas,https://en.wikipedia.org/wiki/the_volume_of_gas
,,t,nu,,,,,numărul de moli,the number of moles,,the number of moles,https://en.wikipedia.org/wiki/the_number_of_moles
,,t,N_A,,,,,numărul lui Avogadro,Avogadro's number,https://en.wikipedia.org/wiki/Avogadro_constant,Avogadro's number,https://en.wikipedia.org/wiki/Avogadro's_number
,,t,k,,,,,constanta lui Boltzmann,Boltzmann constant,https://en.wikipedia.org/wiki/Boltzmann_constant,Boltzmann constant,https://en.wikipedia.org/wiki/Boltzmann_constant
,,t,R,,,,,constanta universală a gazelor perfecte,universal perfect gas constant ,https://en.wikipedia.org/wiki/Gas_constant,universal gas constant perfect,https://en.wikipedia.org/wiki/universal_perfect_gas_constant_
,,t,p * V_mu,R * T,R * T,,,ecuaţia de stare termică a gazului ideal (pentru un mol),the equation of thermical state of the ideal gas (for a mole)    ,https://en.wikipedia.org/wiki/Gas_constant,equation of state of ideal gas heat (mol),https://en.wikipedia.org/wiki/the_equation_of_thermical_state_of_the_ideal_gas_(for_a_mole)____
,,t,V_mu,,,,,volum molar  ,molar volume,https://en.wikipedia.org/wiki/Volume,molar volume,https://en.wikipedia.org/wiki/molar_volume
,,"m,r",y_p,A * sin( 2 * pi * (t/T - x/lambda)),A * \sin( 2 * \pi * (t/T - x/\lambda)),m,,elongatia punctului P din ecuaţia undei plane,P point elongation of plane wave equation,https://en.wikipedia.org/wiki/Johnson_solid#Names,P elongation point of plane wave equation,https://en.wikipedia.org/wiki/P_point_elongation_of_plane_wave_equation
,,"m,r",y_p,A * sin( 2 * pi / T * (t - x/v)),A * \sin( 2 * \pi / T * (t - x/v)),m,,elongatia punctului P din ecuaţia undei plane,P point elongation of plane wave equation,https://en.wikipedia.org/wiki/Johnson_solid#Names,P elongation point of plane wave equation,https://en.wikipedia.org/wiki/P_point_elongation_of_plane_wave_equation
,,"m,r",y_p,A * sin( omega * (t - x/v)),A * \sin( \omega * (t - x/v)),m,,elongatia punctului P din ecuaţia undei plane,P point elongation of plane wave equation,https://en.wikipedia.org/wiki/Johnson_solid#Names,P elongation point of plane wave equation,https://en.wikipedia.org/wiki/P_point_elongation_of_plane_wave_equation
,,"m,r",A,,,m,,amplitudinea oscilaţiei,the amplitude of oscillation,https://en.wikipedia.org/wiki/Oscillation,amplitude oscillation,https://en.wikipedia.org/wiki/the_amplitude_of_oscillation
,,"m,r",t,,,s,,momentul în care sursa de oscilaţii S are elongatia y,the moment when the source of the oscillation S has the elongation y   momentul în care sursa de oscilaţii S are elongatia y,https://en.wikipedia.org/wiki/Oscillation,when the oscillation source S has elongation y,https://en.wikipedia.org/wiki/the_moment_when_the_source_of_the_oscillation_S_has_the_elongation_y___momentul_în_care_sursa_de_oscilaţii_S_are_elongatia_y
,,"m,r",T,,,,,perioada oscilaţiei,oscillation period,https://en.wikipedia.org/wiki/Oscillation,oscillation period,https://en.wikipedia.org/wiki/oscillation_period
,,"m,r",x,,,m,,distanţa dintre sursa S şi punctul P al mediului omogen şi izotrop,the distance between the source S and the point P of the homogeneous and isotropic environment  distanta dintre sursa S şi punctul P al mediului omogen şi izotrop,,the distance between the source S and P environmental point homogeneous isotropic,https://en.wikipedia.org/wiki/the_distance_between_the_source_S_and_the_point_P_of_the_homogeneous_and_isotropic_environment__distanta_dintre_sursa_S_şi_punctul_P_al_mediului_omogen_şi_izotrop
